Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED,Event Name,Year
6,3693,14.00,320.00,175.00,250.00,175.00,7-5-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
7,4120,14.00,230.00,306.00,120.00,74.00,7-5-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
8,1983,14.00,130.00,186.00,160.00,209.00,7-5-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
9,2944,14.00,100.00,207.00,140.00,225.00,7-5-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
10,4652,14.00,90.00,206.00,80.00,168.00,7-5-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
11,3220,12.00,270.00,210.00,100.00,87.00,6-6-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
12,2926,12.00,220.00,211.00,130.00,61.00,6-6-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
13,2149,12.00,200.00,331.00,110.00,148.00,6-6-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
14,1595,12.00,200.00,176.00,70.00,213.00,6-6-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
15,5111,12.00,190.00,210.00,100.00,105.00,6-6-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
16,2923,12.00,160.00,251.00,120.00,129.00,6-6-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
17,3711,12.00,150.00,220.00,190.00,234.00,6-6-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
18,4608,10.00,300.00,210.00,130.00,57.00,5-7-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
19,4513,10.00,220.00,286.00,150.00,65.00,5-7-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
20,3586,10.00,210.00,206.00,60.00,115.00,5-7-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
21,2147,10.00,200.00,185.00,90.00,150.00,5-7-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
22,2148,10.00,160.00,210.00,110.00,159.00,5-7-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
23,3831,10.00,160.00,176.00,130.00,129.00,5-7-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
24,4082,10.00,150.00,166.00,70.00,399.00,5-6-0,1,12,PNW FIRST Robotics Eastern Washington University District Event,2014
25,3876,10.00,130.00,146.00,120.00,118.00,5-5-0,2,12,PNW FIRST Robotics Eastern Washington University District Event,2014
26,4980,8.00,260.00,246.00,100.00,151.00,4-8-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
27,4104,8.00,240.00,181.00,70.00,83.00,4-8-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
28,3789,8.00,100.00,203.00,110.00,173.00,4-8-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
29,3575,6.00,110.00,226.00,140.00,121.00,3-9-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
30,4495,6.00,90.00,212.00,90.00,132.00,3-9-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
31,4105,6.00,80.00,251.00,30.00,126.00,3-9-0,0,12,PNW FIRST Robotics Eastern Washington University District Event,2014
1,4918,22.00,240.00,378.00,250.00,521.00,11-1-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
2,2928,20.00,150.00,356.00,230.00,407.00,10-2-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
3,2522,18.00,170.00,285.00,240.00,370.00,9-3-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
4,3070,16.00,70.00,255.00,140.00,428.00,8-4-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
5,2046,14.00,260.00,235.00,220.00,454.00,7-5-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
6,1294,14.00,240.00,256.00,100.00,244.00,7-5-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
7,948,14.00,130.00,346.00,130.00,147.00,7-5-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
8,4654,14.00,120.00,266.00,60.00,277.00,7-5-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
9,4030,12.00,270.00,261.00,170.00,287.00,6-6-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
10,3663,12.00,210.00,366.00,110.00,187.00,6-6-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
11,3219,12.00,200.00,231.00,120.00,331.00,6-6-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
12,4089,12.00,170.00,222.00,80.00,248.00,6-6-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
13,4205,12.00,150.00,342.00,120.00,141.00,6-6-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
14,4512,12.00,140.00,235.00,90.00,339.00,6-6-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
15,1510,12.00,140.00,172.00,90.00,318.00,6-6-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
16,3238,12.00,120.00,225.00,110.00,257.00,6-6-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
17,1778,12.00,120.00,136.00,110.00,169.00,6-6-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
18,2605,12.00,80.00,260.00,170.00,330.00,6-6-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
19,4060,10.00,230.00,193.00,40.00,180.00,5-7-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
20,4309,10.00,170.00,217.00,90.00,263.00,5-7-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
21,2980,10.00,150.00,235.00,120.00,217.00,5-7-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
22,1258,10.00,70.00,346.00,100.00,213.00,5-7-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
23,2930,8.00,150.00,310.00,100.00,360.00,4-8-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
24,2922,8.00,130.00,192.00,170.00,196.00,4-8-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
25,4173,8.00,120.00,206.00,90.00,143.00,4-8-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
26,2903,8.00,100.00,251.00,120.00,309.00,4-8-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
27,4683,6.00,160.00,205.00,130.00,109.00,3-9-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
28,2660,6.00,120.00,191.00,70.00,259.00,3-9-0,0,12,PNW FIRST Robotics Mt. Vernon District Event,2014
1,4488,20.00,310.00,551.00,210.00,415.00,10-2-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
2,2811,20.00,280.00,399.00,180.00,350.00,10-2-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
3,3131,18.00,290.00,347.00,130.00,390.00,9-3-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
4,2471,16.00,290.00,302.00,220.00,412.00,8-4-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
5,2093,16.00,150.00,380.00,130.00,243.00,8-4-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
6,3636,16.00,130.00,317.00,190.00,446.00,8-4-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
7,3674,14.00,320.00,420.00,160.00,340.00,7-5-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
8,1425,14.00,310.00,509.00,220.00,376.00,7-5-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
9,5085,14.00,260.00,298.00,80.00,232.00,7-5-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
10,1540,14.00,250.00,427.00,140.00,320.00,7-5-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
11,2521,14.00,250.00,358.00,160.00,277.00,7-5-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
12,2990,14.00,240.00,333.00,170.00,482.00,7-5-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
13,956,14.00,170.00,371.00,160.00,288.00,7-5-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
14,4051,12.00,330.00,266.00,80.00,262.00,6-6-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
15,2517,12.00,290.00,281.00,160.00,290.00,6-6-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
16,4057,12.00,240.00,301.00,140.00,291.00,6-6-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
17,2733,12.00,200.00,312.00,170.00,138.00,6-6-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
18,2374,12.00,190.00,491.00,210.00,314.00,6-6-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
19,4132,12.00,160.00,231.00,100.00,323.00,6-6-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
20,2411,12.00,140.00,401.00,150.00,409.00,6-6-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
21,2635,10.00,210.00,339.00,210.00,334.00,5-7-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
22,957,10.00,110.00,402.00,160.00,343.00,5-7-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
23,2002,8.00,170.00,386.00,90.00,231.00,4-8-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
24,2542,8.00,170.00,289.00,110.00,255.00,4-8-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
25,4110,8.00,170.00,273.00,110.00,246.00,4-8-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
26,1510,8.00,170.00,252.00,100.00,222.00,4-8-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
27,4662,8.00,160.00,305.00,120.00,290.00,4-8-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
28,3192,6.00,120.00,337.00,60.00,340.00,3-9-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
29,4692,6.00,100.00,322.00,60.00,212.00,3-9-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
30,1432,6.00,80.00,236.00,120.00,183.00,3-8-0,1,12,PNW FIRST Robotics Wilsonville District Event,2014
31,4043,6.00,40.00,336.00,200.00,352.00,3-9-0,0,12,PNW FIRST Robotics Wilsonville District Event,2014
1,1318,22.00,410.00,665.00,270.00,462.00,11-1-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
2,4542,20.00,220.00,522.00,190.00,311.00,10-2-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
3,4911,18.00,300.00,567.00,300.00,561.00,9-3-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
4,948,18.00,260.00,548.00,310.00,374.00,9-3-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
5,2928,18.00,240.00,511.00,280.00,522.00,9-3-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
6,4077,16.00,330.00,407.00,250.00,600.00,8-4-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
7,3070,15.00,290.00,392.00,270.00,446.00,7-4-1,0,12,PNW FIRST Robotics Shorewood District Event,2014
8,492,14.00,410.00,394.00,260.00,231.00,7-5-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
9,4461,14.00,280.00,342.00,170.00,334.00,7-5-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
10,3781,14.00,220.00,373.00,210.00,256.00,7-5-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
11,4030,14.00,200.00,522.00,200.00,335.00,7-5-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
12,3268,13.00,240.00,493.00,220.00,309.00,6-5-1,0,12,PNW FIRST Robotics Shorewood District Event,2014
13,2557,12.00,280.00,438.00,290.00,441.00,6-6-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
14,5295,12.00,220.00,282.00,110.00,283.00,6-6-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
15,2903,12.00,200.00,353.00,240.00,289.00,6-6-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
16,4512,12.00,200.00,338.00,150.00,300.00,6-6-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
17,3787,11.00,200.00,347.00,200.00,304.00,5-6-1,0,12,PNW FIRST Robotics Shorewood District Event,2014
18,4915,10.00,470.00,431.00,310.00,298.00,5-7-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
19,2412,10.00,350.00,560.00,210.00,323.00,5-7-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
20,2522,10.00,290.00,387.00,300.00,337.00,5-7-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
21,4131,10.00,260.00,262.00,230.00,286.00,5-7-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
22,488,10.00,230.00,395.00,260.00,495.00,5-7-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
23,3049,10.00,200.00,337.00,240.00,273.00,5-7-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
24,2942,10.00,160.00,298.00,200.00,342.00,5-7-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
25,4681,10.00,130.00,369.00,190.00,386.00,5-7-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
26,4682,9.00,210.00,381.00,210.00,156.00,4-7-1,0,12,PNW FIRST Robotics Shorewood District Event,2014
27,1778,8.00,240.00,376.00,120.00,179.00,4-8-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
28,949,8.00,230.00,435.00,170.00,327.00,4-8-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
29,4180,8.00,230.00,317.00,200.00,263.00,4-8-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
30,3681,8.00,200.00,411.00,210.00,370.00,4-8-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
31,4559,7.00,360.00,331.00,200.00,140.00,3-8-1,0,12,PNW FIRST Robotics Shorewood District Event,2014
32,1258,7.00,240.00,442.00,180.00,146.00,3-8-1,0,12,PNW FIRST Robotics Shorewood District Event,2014
33,1899,6.00,220.00,427.00,230.00,274.00,3-9-0,0,12,PNW FIRST Robotics Shorewood District Event,2014
1,1318,24.00,290.00,569.00,310.00,358.00,12-0-0,0,12,PNW FIRST Robotics Auburn District Event,2014
2,948,21.00,320.00,473.00,310.00,255.00,10-1-1,0,12,PNW FIRST Robotics Auburn District Event,2014
3,2927,20.00,350.00,441.00,230.00,215.00,10-2-0,0,12,PNW FIRST Robotics Auburn District Event,2014
4,3393,18.00,390.00,498.00,240.00,360.00,9-3-0,0,12,PNW FIRST Robotics Auburn District Event,2014
5,4911,18.00,330.00,492.00,280.00,291.00,9-3-0,0,12,PNW FIRST Robotics Auburn District Event,2014
6,1983,16.00,460.00,477.00,250.00,217.00,8-4-0,0,12,PNW FIRST Robotics Auburn District Event,2014
7,4450,16.00,410.00,506.00,200.00,262.00,8-4-0,0,12,PNW FIRST Robotics Auburn District Event,2014
8,4469,16.00,380.00,528.00,180.00,267.00,8-4-0,0,12,PNW FIRST Robotics Auburn District Event,2014
9,3663,15.00,340.00,373.00,260.00,187.00,7-4-1,0,12,PNW FIRST Robotics Auburn District Event,2014
10,2976,15.00,150.00,383.00,130.00,287.00,7-4-1,0,12,PNW FIRST Robotics Auburn District Event,2014
11,360,14.00,340.00,459.00,150.00,330.00,7-5-0,0,12,PNW FIRST Robotics Auburn District Event,2014
12,3576,14.00,340.00,313.00,190.00,277.00,7-5-0,0,12,PNW FIRST Robotics Auburn District Event,2014
13,3786,13.00,130.00,343.00,130.00,340.00,6-5-1,0,12,PNW FIRST Robotics Auburn District Event,2014
14,3574,12.00,340.00,419.00,220.00,240.00,6-6-0,0,12,PNW FIRST Robotics Auburn District Event,2014
15,2046,12.00,330.00,417.00,260.00,331.00,6-6-0,0,12,PNW FIRST Robotics Auburn District Event,2014
16,2906,12.00,280.00,303.00,130.00,280.00,6-6-0,0,12,PNW FIRST Robotics Auburn District Event,2014
17,4205,12.00,210.00,504.00,220.00,205.00,6-6-0,0,12,PNW FIRST Robotics Auburn District Event,2014
18,2929,12.00,190.00,438.00,150.00,280.00,6-6-0,0,12,PNW FIRST Robotics Auburn District Event,2014
19,4461,12.00,190.00,337.00,180.00,160.00,6-6-0,0,12,PNW FIRST Robotics Auburn District Event,2014
20,2907,11.00,370.00,459.00,220.00,263.00,5-6-1,0,12,PNW FIRST Robotics Auburn District Event,2014
21,4579,11.00,260.00,333.00,160.00,195.00,5-6-1,0,12,PNW FIRST Robotics Auburn District Event,2014
22,4060,10.00,370.00,248.00,130.00,169.00,5-7-0,0,12,PNW FIRST Robotics Auburn District Event,2014
23,3219,10.00,290.00,419.00,210.00,185.00,5-7-0,0,12,PNW FIRST Robotics Auburn District Event,2014
24,4772,10.00,140.00,301.00,190.00,383.00,5-7-0,0,12,PNW FIRST Robotics Auburn District Event,2014
25,3049,10.00,110.00,278.00,90.00,179.00,5-7-0,0,12,PNW FIRST Robotics Auburn District Event,2014
26,2555,10.00,100.00,377.00,110.00,181.00,5-7-0,0,12,PNW FIRST Robotics Auburn District Event,2014
27,2147,8.00,310.00,255.00,170.00,185.00,4-8-0,0,12,PNW FIRST Robotics Auburn District Event,2014
28,2922,8.00,240.00,321.00,160.00,195.00,4-8-0,0,12,PNW FIRST Robotics Auburn District Event,2014
29,4304,8.00,230.00,302.00,100.00,191.00,4-8-0,0,12,PNW FIRST Robotics Auburn District Event,2014
30,3218,8.00,190.00,423.00,200.00,173.00,4-8-0,0,12,PNW FIRST Robotics Auburn District Event,2014
31,3221,8.00,160.00,263.00,130.00,113.00,4-8-0,0,12,PNW FIRST Robotics Auburn District Event,2014
32,2942,8.00,120.00,307.00,160.00,355.00,4-8-0,0,12,PNW FIRST Robotics Auburn District Event,2014
33,3237,6.00,320.00,347.00,130.00,87.00,3-9-0,0,12,PNW FIRST Robotics Auburn District Event,2014
34,4180,6.00,180.00,264.00,90.00,150.00,3-9-0,0,12,PNW FIRST Robotics Auburn District Event,2014
35,3684,4.00,190.00,197.00,140.00,113.00,2-10-0,0,12,PNW FIRST Robotics Auburn District Event,2014
36,3826,4.00,160.00,331.00,160.00,171.00,2-10-0,0,12,PNW FIRST Robotics Auburn District Event,2014
1,1595,20.00,460.00,445.00,260.00,206.00,10-2-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
2,4061,20.00,380.00,667.00,230.00,326.00,10-2-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
3,2149,20.00,360.00,406.00,230.00,161.00,10-2-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
4,3588,18.00,410.00,492.00,220.00,218.00,9-3-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
5,3711,18.00,360.00,373.00,230.00,137.00,9-3-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
6,3812,18.00,290.00,439.00,170.00,228.00,9-3-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
7,3238,18.00,270.00,450.00,240.00,270.00,9-3-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
8,4125,16.00,310.00,496.00,210.00,144.00,8-4-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
9,5111,16.00,250.00,301.00,180.00,187.00,8-4-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
10,4980,14.00,340.00,371.00,180.00,76.00,7-5-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
11,2148,14.00,320.00,381.00,180.00,115.00,7-5-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
12,2910,14.00,270.00,440.00,140.00,249.00,7-5-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
13,4513,14.00,240.00,358.00,180.00,136.00,7-5-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
14,3223,14.00,230.00,401.00,150.00,83.00,7-5-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
15,4173,12.00,380.00,317.00,120.00,78.00,6-6-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
16,3693,12.00,290.00,461.00,230.00,125.00,6-6-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
17,3712,12.00,210.00,301.00,110.00,125.00,6-6-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
18,4495,12.00,190.00,304.00,100.00,80.00,6-6-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
19,3789,10.00,250.00,313.00,90.00,171.00,5-7-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
20,1359,10.00,190.00,356.00,90.00,150.00,5-7-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
21,2980,10.00,150.00,303.00,70.00,132.00,5-7-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
22,2926,8.00,330.00,313.00,140.00,74.00,4-8-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
23,4608,8.00,290.00,241.00,110.00,78.00,4-8-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
24,3876,8.00,240.00,319.00,170.00,112.00,4-8-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
25,753,8.00,220.00,282.00,100.00,109.00,4-8-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
26,3831,8.00,220.00,237.00,90.00,84.00,4-8-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
27,4104,8.00,200.00,320.00,90.00,143.00,4-8-0,0,12,PNW FIRST Robotics Central Washington University District Event,2014
